,country,level_education,year,ratio_employment_to_population
4910,BEN,INTERMEDATE,2011,37.824
4911,BEN,ADVANCED,2011,47.021
4942,BFA,TOTAL,2023,39.399
4943,BFA,LESS_THAN_BASIC,2023,42.387
4944,BFA,BASIC,2023,30.172
4945,BFA,INTERMEDATE,2023,35.274
4946,BFA,ADVANCED,2023,49.913
4979,BFA,TOTAL,2022,63.506
4980,BFA,LESS_THAN_BASIC,2022,68.996
4981,BFA,BASIC,2022,55.24
4982,BFA,INTERMEDATE,2022,50.259
4983,BFA,ADVANCED,2022,68.286
5014,BFA,TOTAL,2019,71.597
5015,BFA,LESS_THAN_BASIC,2019,76.913
5016,BFA,BASIC,2019,57.353
5017,BFA,INTERMEDATE,2019,52.987
5018,BFA,ADVANCED,2019,57.096
5051,BFA,TOTAL,2018,36.192
5052,BFA,LESS_THAN_BASIC,2018,37.636
5053,BFA,BASIC,2018,28.52
5054,BFA,INTERMEDATE,2018,38.211
5055,BFA,ADVANCED,2018,55.095
5086,BFA,TOTAL,2014,52.84
5087,BFA,LESS_THAN_BASIC,2014,57.577
5088,BFA,BASIC,2014,45.626
5089,BFA,INTERMEDATE,2014,36.136
5090,BFA,ADVANCED,2014,39.481
5128,BGD,TOTAL,2022,41.232
5129,BGD,LESS_THAN_BASIC,2022,32.711
5130,BGD,BASIC,2022,44.28
5131,BGD,INTERMEDATE,2022,45.954
5132,BGD,ADVANCED,2022,45.042
5170,BGD,TOTAL,2017,33.917
5171,BGD,LESS_THAN_BASIC,2017,37.021
5172,BGD,BASIC,2017,36.058
5173,BGD,INTERMEDATE,2017,24.537
5174,BGD,ADVANCED,2017,44.908
5205,BGD,TOTAL,2013,31.076
5206,BGD,LESS_THAN_BASIC,2013,24.924
5207,BGD,BASIC,2013,40.093
5208,BGD,INTERMEDATE,2013,27.132
5209,BGD,ADVANCED,2013,46.298
5247,BGD,TOTAL,2010,33.944
5248,BGD,LESS_THAN_BASIC,2010,31.606
5249,BGD,BASIC,2010,37.916
5250,BGD,INTERMEDATE,2010,30.81
5251,BGD,ADVANCED,2010,63.017
5287,BGD,TOTAL,2006,27.121
5288,BGD,LESS_THAN_BASIC,2006,30.616
5289,BGD,BASIC,2006,26.673
5290,BGD,INTERMEDATE,2006,17.694
5291,BGD,ADVANCED,2006,37.348
5329,BGR,TOTAL,2023,47.666
5330,BGR,LESS_THAN_BASIC,2023,14.413
5331,BGR,BASIC,2023,16.742
5332,BGR,INTERMEDATE,2023,48.457
5333,BGR,ADVANCED,2023,72.063
5358,BGR,TOTAL,2022,48.52
5359,BGR,LESS_THAN_BASIC,2022,9.682
5360,BGR,BASIC,2022,18.526
5361,BGR,INTERMEDATE,2022,50.291
5362,BGR,ADVANCED,2022,74.064
5392,BGR,TOTAL,2021,46.586
5393,BGR,LESS_THAN_BASIC,2021,16.584
5394,BGR,BASIC,2021,16.53
5395,BGR,INTERMEDATE,2021,48.111
5396,BGR,ADVANCED,2021,72.514
5427,BGR,TOTAL,2020,46.853
5428,BGR,LESS_THAN_BASIC,2020,6.871
5429,BGR,BASIC,2020,16.999
5430,BGR,INTERMEDATE,2020,50.171
5431,BGR,ADVANCED,2020,71.39
5462,BGR,TOTAL,2019,48.335
5463,BGR,LESS_THAN_BASIC,2019,15.105
5464,BGR,BASIC,2019,19.093
5465,BGR,INTERMEDATE,2019,52.257
5466,BGR,ADVANCED,2019,72.843
5497,BGR,TOTAL,2018,46.93
5498,BGR,LESS_THAN_BASIC,2018,12.279
5499,BGR,BASIC,2018,16.148
5500,BGR,INTERMEDATE,2018,50.683
5501,BGR,ADVANCED,2018,70.773
5532,BGR,TOTAL,2017,46.572
5533,BGR,LESS_THAN_BASIC,2017,11.492
5534,BGR,BASIC,2017,15.598
5535,BGR,INTERMEDATE,2017,51.271
5536,BGR,ADVANCED,2017,71.164
5566,BGR,TOTAL,2016,44.337
5567,BGR,LESS_THAN_BASIC,2016,5.377
5568,BGR,BASIC,2016,14.565
5569,BGR,INTERMEDATE,2016,48.141
5570,BGR,ADVANCED,2016,70.437
5601,BGR,TOTAL,2015,44.472
5602,BGR,LESS_THAN_BASIC,2015,5.833
5603,BGR,BASIC,2015,15.185
5604,BGR,INTERMEDATE,2015,49.087
5605,BGR,ADVANCED,2015,68.943
5635,BGR,TOTAL,2014,43.559
5636,BGR,LESS_THAN_BASIC,2014,9.52
5637,BGR,BASIC,2014,14.009
5638,BGR,INTERMEDATE,2014,48.755
5639,BGR,ADVANCED,2014,69.313
5669,BGR,TOTAL,2013,42.806
5670,BGR,LESS_THAN_BASIC,2013,10.544
5671,BGR,BASIC,2013,14.033
5672,BGR,INTERMEDATE,2013,49.162
5673,BGR,ADVANCED,2013,67.535
5710,BGR,TOTAL,2012,42.642
5711,BGR,LESS_THAN_BASIC,2012,5.831
5712,BGR,BASIC,2012,13.803
5713,BGR,INTERMEDATE,2012,50.059
5714,BGR,ADVANCED,2012,69.219
5750,BGR,TOTAL,2011,42.429
5751,BGR,LESS_THAN_BASIC,2011,5.407
5752,BGR,BASIC,2011,14.001
5753,BGR,INTERMEDATE,2011,49.868
5754,BGR,ADVANCED,2011,69.406
5791,BGR,TOTAL,2010,43.179
5792,BGR,LESS_THAN_BASIC,2010,3.11
5793,BGR,BASIC,2010,14.913
5794,BGR,INTERMEDATE,2010,51.699
5795,BGR,ADVANCED,2010,70.817
5831,BGR,TOTAL,2009,44.372
5832,BGR,LESS_THAN_BASIC,2009,8.919
5833,BGR,BASIC,2009,16.348
5834,BGR,INTERMEDATE,2009,55.436
5835,BGR,ADVANCED,2009,70.89
5871,BGR,TOTAL,2008,45.538
5872,BGR,LESS_THAN_BASIC,2008,5.83
5873,BGR,BASIC,2008,17.277
5874,BGR,INTERMEDATE,2008,57.175
5875,BGR,ADVANCED,2008,72.663
5912,BGR,TOTAL,2007,44.006
5913,BGR,LESS_THAN_BASIC,2007,5.851
5914,BGR,BASIC,2007,15.677
5915,BGR,INTERMEDATE,2007,56.37
5916,BGR,ADVANCED,2007,72.395
5953,BGR,TOTAL,2006,42.039
5954,BGR,LESS_THAN_BASIC,2006,5.77
5955,BGR,BASIC,2006,15.002
5956,BGR,INTERMEDATE,2006,54.901
5957,BGR,ADVANCED,2006,70.309
5994,BGR,TOTAL,2005,40.033
5995,BGR,BASIC,2005,15.252
5996,BGR,INTERMEDATE,2005,52.182
5997,BGR,ADVANCED,2005,69.039
6022,BGR,TOTAL,2004,40.159
6023,BGR,BASIC,2004,16.311
6024,BGR,INTERMEDATE,2004,52.518
6025,BGR,ADVANCED,2004,69.245
6050,BGR,TOTAL,2003,38.868
6051,BGR,BASIC,2003,14.767
6052,BGR,INTERMEDATE,2003,51.519
6053,BGR,ADVANCED,2003,67.408
6078,BGR,TOTAL,2002,38.047
6079,BGR,BASIC,2002,15.253
6080,BGR,INTERMEDATE,2002,48.715
6081,BGR,ADVANCED,2002,66.791
6106,BGR,TOTAL,2001,37.685
6107,BGR,BASIC,2001,14.424
6108,BGR,INTERMEDATE,2001,48.844
6109,BGR,ADVANCED,2001,66.582
6134,BGR,TOTAL,2000,37.593
6135,BGR,BASIC,2000,16.021
6136,BGR,INTERMEDATE,2000,49.585
6137,BGR,ADVANCED,2000,69.884
6162,BHS,TOTAL,2023,90.558
6163,BHS,LESS_THAN_BASIC,2023,89.74
6164,BHS,BASIC,2023,80.425
6165,BHS,INTERMEDATE,2023,88.622
6166,BHS,ADVANCED,2023,95.747
6201,BHS,TOTAL,2019,67.028
6202,BHS,LESS_THAN_BASIC,2019,34.743
6203,BHS,BASIC,2019,33.347
6204,BHS,INTERMEDATE,2019,69.174
6205,BHS,ADVANCED,2019,84.207
6238,BIH,TOTAL,2023,36.768
6239,BIH,LESS_THAN_BASIC,2023,17.209
6240,BIH,BASIC,2023,17.384
6241,BIH,INTERMEDATE,2023,43.837
6242,BIH,ADVANCED,2023,71.735
6273,BIH,TOTAL,2022,34.762
6274,BIH,LESS_THAN_BASIC,2022,15.027
6275,BIH,BASIC,2022,15.878
6276,BIH,INTERMEDATE,2022,41.986
6277,BIH,ADVANCED,2022,68.812
6308,BIH,TOTAL,2021,33.275
6309,BIH,LESS_THAN_BASIC,2021,14.045
6310,BIH,BASIC,2021,15.841
6311,BIH,INTERMEDATE,2021,39.96
6312,BIH,ADVANCED,2021,67.662
6343,BIH,TOTAL,2020,29.905
6344,BIH,LESS_THAN_BASIC,2020,7.101
6345,BIH,BASIC,2020,12.151
6346,BIH,INTERMEDATE,2020,37.37
6347,BIH,ADVANCED,2020,69.168
6378,BIH,TOTAL,2019,26.628
6379,BIH,LESS_THAN_BASIC,2019,8.283
6380,BIH,BASIC,2019,13.899
6381,BIH,INTERMEDATE,2019,36.881
6382,BIH,ADVANCED,2019,64.663
6413,BIH,TOTAL,2018,24.992
6414,BIH,LESS_THAN_BASIC,2018,6.573
6415,BIH,BASIC,2018,11.547
6416,BIH,INTERMEDATE,2018,35.128
6417,BIH,ADVANCED,2018,66.447
6448,BIH,TOTAL,2017,24.809
6449,BIH,LESS_THAN_BASIC,2017,6.902
6450,BIH,BASIC,2017,14.322
6451,BIH,INTERMEDATE,2017,34.754
6452,BIH,ADVANCED,2017,60.292
6483,BIH,TOTAL,2016,22.423
6484,BIH,LESS_THAN_BASIC,2016,5.991
6485,BIH,BASIC,2016,12.223
6486,BIH,INTERMEDATE,2016,30.795
6487,BIH,ADVANCED,2016,58.845
6518,BIH,TOTAL,2015,23.164
6519,BIH,LESS_THAN_BASIC,2015,6.981
6520,BIH,BASIC,2015,12.395
6521,BIH,INTERMEDATE,2015,32.437
6522,BIH,ADVANCED,2015,63.401
6553,BIH,TOTAL,2014,22.674
6554,BIH,LESS_THAN_BASIC,2014,5.73
6555,BIH,BASIC,2014,12.17
6556,BIH,INTERMEDATE,2014,33.088
6557,BIH,ADVANCED,2014,63.632
6588,BIH,TOTAL,2013,22.939
6589,BIH,LESS_THAN_BASIC,2013,6.437
6590,BIH,BASIC,2013,13.642
6591,BIH,INTERMEDATE,2013,32.459
6592,BIH,ADVANCED,2013,67.458
6623,BIH,TOTAL,2012,22.514
6624,BIH,LESS_THAN_BASIC,2012,7.356
6625,BIH,BASIC,2012,14.525
6626,BIH,INTERMEDATE,2012,31.875
6627,BIH,ADVANCED,2012,65.869
6658,BIH,TOTAL,2011,22.874
6659,BIH,LESS_THAN_BASIC,2011,7.861
6660,BIH,BASIC,2011,12.477
6661,BIH,INTERMEDATE,2011,33.361
6662,BIH,ADVANCED,2011,73.563
6693,BIH,TOTAL,2010,23.127
6694,BIH,LESS_THAN_BASIC,2010,8.011
6695,BIH,BASIC,2010,13.853
6696,BIH,INTERMEDATE,2010,33.934
6697,BIH,ADVANCED,2010,67.96
6728,BIH,TOTAL,2009,23.626
6729,BIH,LESS_THAN_BASIC,2009,9.647
6730,BIH,BASIC,2009,13.732
6731,BIH,INTERMEDATE,2009,36.083
6732,BIH,ADVANCED,2009,75.842
6763,BIH,TOTAL,2008,23.011
6764,BIH,LESS_THAN_BASIC,2008,9.067
6765,BIH,BASIC,2008,14.254
6766,BIH,INTERMEDATE,2008,36.73
6767,BIH,ADVANCED,2008,72.371
6798,BIH,TOTAL,2007,20.637
6799,BIH,LESS_THAN_BASIC,2007,7.611
6800,BIH,BASIC,2007,11.372
6801,BIH,INTERMEDATE,2007,33.478
6802,BIH,ADVANCED,2007,73.916
6833,BIH,TOTAL,2006,19.95
6834,BIH,LESS_THAN_BASIC,2006,9.591
6835,BIH,BASIC,2006,27.322
6836,BIH,INTERMEDATE,2006,39.176
6837,BIH,ADVANCED,2006,-1.0
6866,BIH,TOTAL,2001,23.547
6867,BIH,LESS_THAN_BASIC,2001,15.099
6868,BIH,BASIC,2001,36.363
6869,BIH,INTERMEDATE,2001,65.918
6870,BIH,ADVANCED,2001,-1.0
6905,BLR,TOTAL,2023,63.437
6906,BLR,LESS_THAN_BASIC,2023,-1.0
6907,BLR,BASIC,2023,11.885
6908,BLR,INTERMEDATE,2023,59.153
6909,BLR,ADVANCED,2023,79.851
6936,BLR,TOTAL,2022,63.878
6937,BLR,LESS_THAN_BASIC,2022,-1.0
6938,BLR,BASIC,2022,12.37
6939,BLR,INTERMEDATE,2022,60.167
6940,BLR,ADVANCED,2022,79.19
6966,BLR,TOTAL,2021,63.752
6967,BLR,BASIC,2021,12.188
6968,BLR,INTERMEDATE,2021,60.347
6969,BLR,ADVANCED,2021,79.244
6994,BLR,TOTAL,2020,63.507
6995,BLR,BASIC,2020,11.24
6996,BLR,INTERMEDATE,2020,59.792
6997,BLR,ADVANCED,2020,79.389
7022,BLR,TOTAL,2019,64.214
7023,BLR,BASIC,2019,11.621
7024,BLR,INTERMEDATE,2019,60.89
7025,BLR,ADVANCED,2019,80.51
7050,BLR,TOTAL,2018,63.865
7051,BLR,LESS_THAN_BASIC,2018,-1.0
7052,BLR,BASIC,2018,10.524
7053,BLR,INTERMEDATE,2018,61.006
7054,BLR,ADVANCED,2018,79.886
7081,BLR,TOTAL,2017,64.418
7082,BLR,LESS_THAN_BASIC,2017,-1.0
7083,BLR,BASIC,2017,11.492
7084,BLR,INTERMEDATE,2017,62.086
7085,BLR,ADVANCED,2017,80.201
7111,BLR,TOTAL,2016,64.102
7112,BLR,LESS_THAN_BASIC,2016,-1.0
7113,BLR,BASIC,2016,10.147
7114,BLR,INTERMEDATE,2016,62.681
7115,BLR,ADVANCED,2016,79.674
7141,BLZ,TOTAL,2019,49.418
7142,BLZ,LESS_THAN_BASIC,2019,44.924
7143,BLZ,BASIC,2019,39.514
7144,BLZ,INTERMEDATE,2019,53.121
7145,BLZ,ADVANCED,2019,74.566
7183,BLZ,TOTAL,2017,44.024
7184,BLZ,LESS_THAN_BASIC,2017,33.486
7185,BLZ,BASIC,2017,34.15
7186,BLZ,INTERMEDATE,2017,47.806
7187,BLZ,ADVANCED,2017,74.862
7225,BLZ,TOTAL,2016,43.73
7226,BLZ,LESS_THAN_BASIC,2016,31.397
7227,BLZ,BASIC,2016,33.536
7228,BLZ,INTERMEDATE,2016,50.48
7229,BLZ,ADVANCED,2016,74.154
7267,BLZ,TOTAL,2015,42.621
7268,BLZ,LESS_THAN_BASIC,2015,25.589
7269,BLZ,BASIC,2015,30.463
7270,BLZ,INTERMEDATE,2015,50.217
7271,BLZ,ADVANCED,2015,76.862
7309,BLZ,TOTAL,2014,40.83
7310,BLZ,LESS_THAN_BASIC,2014,26.221
7311,BLZ,BASIC,2014,29.788
7312,BLZ,INTERMEDATE,2014,48.041
7313,BLZ,ADVANCED,2014,75.782
7351,BLZ,TOTAL,2013,40.684
7352,BLZ,LESS_THAN_BASIC,2013,30.372
7353,BLZ,BASIC,2013,31.496
7354,BLZ,INTERMEDATE,2013,47.382
7355,BLZ,ADVANCED,2013,73.059
7393,BOL,TOTAL,2023,70.102
7394,BOL,LESS_THAN_BASIC,2023,74.97
7395,BOL,BASIC,2023,63.417
7396,BOL,INTERMEDATE,2023,64.857
7397,BOL,ADVANCED,2023,76.323
7435,BOL,TOTAL,2022,68.856
7436,BOL,LESS_THAN_BASIC,2022,73.594
7437,BOL,BASIC,2022,63.17
7438,BOL,INTERMEDATE,2022,64.181
7439,BOL,ADVANCED,2022,74.165
7477,BOL,TOTAL,2021,67.188
7478,BOL,LESS_THAN_BASIC,2021,73.164
7479,BOL,BASIC,2021,62.616
7480,BOL,INTERMEDATE,2021,62.434
7481,BOL,ADVANCED,2021,70.135
7519,BOL,TOTAL,2020,53.798
7520,BOL,LESS_THAN_BASIC,2020,61.713
7521,BOL,BASIC,2020,46.405
7522,BOL,INTERMEDATE,2020,47.664
7523,BOL,ADVANCED,2020,60.866
7561,BOL,TOTAL,2019,63.757
7562,BOL,LESS_THAN_BASIC,2019,69.654
7563,BOL,BASIC,2019,58.121
7564,BOL,INTERMEDATE,2019,56.292
7565,BOL,ADVANCED,2019,71.246
7603,BOL,TOTAL,2018,61.486
7604,BOL,LESS_THAN_BASIC,2018,70.284
7605,BOL,BASIC,2018,56.042
7606,BOL,INTERMEDATE,2018,51.996
7607,BOL,ADVANCED,2018,68.109
7645,BOL,TOTAL,2017,56.935
7646,BOL,LESS_THAN_BASIC,2017,66.838
7647,BOL,BASIC,2017,49.171
7648,BOL,INTERMEDATE,2017,47.283
7649,BOL,ADVANCED,2017,65.154
7687,BOL,TOTAL,2016,54.817
7688,BOL,LESS_THAN_BASIC,2016,61.853
7689,BOL,BASIC,2016,47.429
7690,BOL,INTERMEDATE,2016,47.245
7691,BOL,ADVANCED,2016,66.025
7729,BOL,TOTAL,2015,52.781
7730,BOL,LESS_THAN_BASIC,2015,58.407
7731,BOL,BASIC,2015,43.97
7732,BOL,INTERMEDATE,2015,48.086
7733,BOL,ADVANCED,2015,69.866
7771,BOL,TOTAL,2014,59.684
7772,BOL,LESS_THAN_BASIC,2014,67.061
7773,BOL,BASIC,2014,50.97
7774,BOL,INTERMEDATE,2014,51.742
7775,BOL,ADVANCED,2014,74.201
7813,BOL,TOTAL,2013,57.377
7814,BOL,LESS_THAN_BASIC,2013,65.164
7815,BOL,BASIC,2013,48.324
7816,BOL,INTERMEDATE,2013,50.451
7817,BOL,ADVANCED,2013,69.417
7855,BOL,TOTAL,2012,56.468
7856,BOL,LESS_THAN_BASIC,2012,62.255
7857,BOL,BASIC,2012,43.788
7858,BOL,INTERMEDATE,2012,53.661
7859,BOL,ADVANCED,2012,76.075
7897,BOL,TOTAL,2011,60.451
7898,BOL,LESS_THAN_BASIC,2011,69.068
7899,BOL,BASIC,2011,50.728
7900,BOL,INTERMEDATE,2011,51.014
7901,BOL,ADVANCED,2011,73.366
7939,BOL,TOTAL,2009,60.613
7940,BOL,LESS_THAN_BASIC,2009,67.715
7941,BOL,BASIC,2009,51.169
7942,BOL,INTERMEDATE,2009,51.904
7943,BOL,ADVANCED,2009,79.393
7981,BOL,TOTAL,2008,60.334
7982,BOL,LESS_THAN_BASIC,2008,69.671
7983,BOL,BASIC,2008,49.515
7984,BOL,INTERMEDATE,2008,51.367
7985,BOL,ADVANCED,2008,70.568
8023,BOL,TOTAL,2007,57.856
8024,BOL,LESS_THAN_BASIC,2007,70.348
8025,BOL,BASIC,2007,47.945
8026,BOL,INTERMEDATE,2007,41.965
8027,BOL,ADVANCED,2007,70.787
8065,BOL,TOTAL,2006,60.292
8066,BOL,LESS_THAN_BASIC,2006,68.555
8067,BOL,BASIC,2006,48.028
8068,BOL,INTERMEDATE,2006,53.178
8069,BOL,ADVANCED,2006,75.405
8107,BOL,TOTAL,2005,56.898
8108,BOL,LESS_THAN_BASIC,2005,66.012
8109,BOL,BASIC,2005,45.08
8110,BOL,INTERMEDATE,2005,46.404
8111,BOL,ADVANCED,2005,75.397
8149,BOL,TOTAL,2004,60.668
8150,BOL,LESS_THAN_BASIC,2004,68.48
8151,BOL,BASIC,2004,64.957
8152,BOL,INTERMEDATE,2004,45.231
8153,BOL,ADVANCED,2004,58.074
8190,BOL,TOTAL,2002,58.053
8191,BOL,LESS_THAN_BASIC,2002,66.086
8192,BOL,BASIC,2002,51.881
8193,BOL,INTERMEDATE,2002,45.214
8194,BOL,ADVANCED,2002,77.496
8232,BOL,TOTAL,2001,61.711
8233,BOL,LESS_THAN_BASIC,2001,68.725
8234,BOL,BASIC,2001,56.029
8235,BOL,INTERMEDATE,2001,50.921
8236,BOL,ADVANCED,2001,74.788
8274,BOL,TOTAL,2000,55.968
8275,BOL,LESS_THAN_BASIC,2000,65.31
8276,BOL,BASIC,2000,48.258
8277,BOL,INTERMEDATE,2000,47.499
8278,BOL,ADVANCED,2000,68.896
8316,BRA,TOTAL,2023,47.958
8317,BRA,LESS_THAN_BASIC,2023,23.696
8318,BRA,BASIC,2023,27.62
8319,BRA,INTERMEDATE,2023,56.034
8320,BRA,ADVANCED,2023,73.491
8358,BRA,TOTAL,2022,47.571
8359,BRA,LESS_THAN_BASIC,2022,24.462
8360,BRA,BASIC,2022,27.973
8361,BRA,INTERMEDATE,2022,55.708
8362,BRA,ADVANCED,2022,73.153
8400,BRA,TOTAL,2021,43.779
8401,BRA,LESS_THAN_BASIC,2021,22.794
8402,BRA,BASIC,2021,25.181
8403,BRA,INTERMEDATE,2021,50.971
8404,BRA,ADVANCED,2021,69.338
8442,BRA,TOTAL,2020,42.096
8443,BRA,LESS_THAN_BASIC,2020,22.632
8444,BRA,BASIC,2020,23.958
8445,BRA,INTERMEDATE,2020,48.062
8446,BRA,ADVANCED,2020,68.485
8484,BRA,TOTAL,2019,47.292
8485,BRA,LESS_THAN_BASIC,2019,27.266
8486,BRA,BASIC,2019,29.746
8487,BRA,INTERMEDATE,2019,55.583
8488,BRA,ADVANCED,2019,72.824
8526,BRA,TOTAL,2018,46.595
8527,BRA,LESS_THAN_BASIC,2018,27.012
8528,BRA,BASIC,2018,30.291
8529,BRA,INTERMEDATE,2018,54.913
8530,BRA,ADVANCED,2018,72.56
8568,BRA,TOTAL,2017,46.106
8569,BRA,LESS_THAN_BASIC,2017,27.189
8570,BRA,BASIC,2017,30.377
8571,BRA,INTERMEDATE,2017,55.026
8572,BRA,ADVANCED,2017,72.605
8610,BRA,TOTAL,2016,46.039
8611,BRA,LESS_THAN_BASIC,2016,27.593
8612,BRA,BASIC,2016,30.937
8613,BRA,INTERMEDATE,2016,55.195
8614,BRA,ADVANCED,2016,73.211
8652,BRA,TOTAL,2015,47.574
8653,BRA,LESS_THAN_BASIC,2015,38.801
8654,BRA,BASIC,2015,44.861
8655,BRA,INTERMEDATE,2015,66.117
8656,BRA,ADVANCED,2015,74.21
8694,BRA,TOTAL,2014,48.032
8695,BRA,LESS_THAN_BASIC,2014,40.332
8696,BRA,BASIC,2014,50.035
8697,BRA,INTERMEDATE,2014,74.58
8698,BRA,ADVANCED,2014,79.489
8736,BRA,TOTAL,2013,47.747
8737,BRA,LESS_THAN_BASIC,2013,40.114
8738,BRA,BASIC,2013,50.043
8739,BRA,INTERMEDATE,2013,74.591
8740,BRA,ADVANCED,2013,76.903
8778,BRA,TOTAL,2012,47.629
8779,BRA,LESS_THAN_BASIC,2012,39.944
8780,BRA,BASIC,2012,50.531
8781,BRA,INTERMEDATE,2012,74.694
8782,BRA,ADVANCED,2012,74.673
8820,BRA,TOTAL,2011,49.026
8821,BRA,LESS_THAN_BASIC,2011,27.065
8822,BRA,BASIC,2011,42.066
8823,BRA,INTERMEDATE,2011,61.191
8824,BRA,ADVANCED,2011,75.388
8855,BRA,TOTAL,2009,50.451
8856,BRA,LESS_THAN_BASIC,2009,29.944
8857,BRA,BASIC,2009,44.845
8858,BRA,INTERMEDATE,2009,61.795
8859,BRA,ADVANCED,2009,76.557
8897,BRA,TOTAL,2008,50.82
8898,BRA,LESS_THAN_BASIC,2008,31.974
8899,BRA,BASIC,2008,45.448
8900,BRA,INTERMEDATE,2008,62.491
8901,BRA,ADVANCED,2008,76.367
8939,BRA,TOTAL,2007,50.439
8940,BRA,LESS_THAN_BASIC,2007,32.419
8941,BRA,BASIC,2007,45.507
8942,BRA,INTERMEDATE,2007,61.792
8943,BRA,ADVANCED,2007,77.164
8981,BRA,TOTAL,2006,50.491
8982,BRA,LESS_THAN_BASIC,2006,33.108
8983,BRA,BASIC,2006,45.961
8984,BRA,INTERMEDATE,2006,61.981
8985,BRA,ADVANCED,2006,76.493
9023,BRA,TOTAL,2005,50.038
9024,BRA,LESS_THAN_BASIC,2005,34.452
9025,BRA,BASIC,2005,45.477
9026,BRA,INTERMEDATE,2005,62.084
9027,BRA,ADVANCED,2005,77.573
9065,BRA,TOTAL,2004,49.402
9066,BRA,LESS_THAN_BASIC,2004,34.457
9067,BRA,BASIC,2004,45.337
9068,BRA,INTERMEDATE,2004,61.572
9069,BRA,ADVANCED,2004,76.681
9107,BRA,TOTAL,2003,48.07
9108,BRA,LESS_THAN_BASIC,2003,34.369
9109,BRA,BASIC,2003,43.959
9110,BRA,INTERMEDATE,2003,60.736
9111,BRA,ADVANCED,2003,76.265
9149,BRA,TOTAL,2002,48.304
9150,BRA,LESS_THAN_BASIC,2002,35.166
9151,BRA,BASIC,2002,44.475
9152,BRA,INTERMEDATE,2002,61.118
9153,BRA,ADVANCED,2002,77.495
9191,BRA,TOTAL,2001,46.951
9192,BRA,LESS_THAN_BASIC,2001,35.243
9193,BRA,BASIC,2001,43.005
9194,BRA,INTERMEDATE,2001,60.908
9195,BRA,ADVANCED,2001,76.213
9233,BRB,TOTAL,2019,54.736
9234,BRB,LESS_THAN_BASIC,2019,27.798
9235,BRB,BASIC,2019,46.19
9236,BRB,INTERMEDATE,2019,60.654
9237,BRB,ADVANCED,2019,77.417
9275,BRB,TOTAL,2018,54.394
9276,BRB,LESS_THAN_BASIC,2018,36.648
9277,BRB,BASIC,2018,45.101
9278,BRB,INTERMEDATE,2018,59.791
9279,BRB,ADVANCED,2018,77.245
9317,BRB,TOTAL,2017,55.193
9318,BRB,LESS_THAN_BASIC,2017,-1.0
9319,BRB,BASIC,2017,47.338
9320,BRB,INTERMEDATE,2017,61.584
9321,BRB,ADVANCED,2017,79.418
9358,BRB,TOTAL,2016,56.518
9359,BRB,LESS_THAN_BASIC,2016,-1.0
9360,BRB,BASIC,2016,48.653
9361,BRB,INTERMEDATE,2016,63.587
9362,BRB,ADVANCED,2016,80.2
9398,BRB,TOTAL,2015,55.357
9399,BRB,LESS_THAN_BASIC,2015,-1.0
9400,BRB,BASIC,2015,47.56
9401,BRB,INTERMEDATE,2015,63.582
9402,BRB,ADVANCED,2015,77.629
9438,BRN,TOTAL,2022,49.744
9439,BRN,LESS_THAN_BASIC,2022,16.34
9440,BRN,BASIC,2022,30.221
9441,BRN,INTERMEDATE,2022,55.02
9442,BRN,ADVANCED,2022,73.151
9476,BRN,TOTAL,2021,51.365
9477,BRN,LESS_THAN_BASIC,2021,17.901
9478,BRN,BASIC,2021,33.251
9479,BRN,INTERMEDATE,2021,53.682
9480,BRN,ADVANCED,2021,76.271
9517,BRN,TOTAL,2020,50.235
9518,BRN,LESS_THAN_BASIC,2020,18.798
9519,BRN,BASIC,2020,37.573
9520,BRN,INTERMEDATE,2020,51.654
9521,BRN,ADVANCED,2020,73.868
9552,BRN,TOTAL,2019,50.329
9553,BRN,LESS_THAN_BASIC,2019,13.86
9554,BRN,BASIC,2019,36.689
9555,BRN,INTERMEDATE,2019,53.245
9556,BRN,ADVANCED,2019,72.724
9589,BRN,TOTAL,2018,51.54
9590,BRN,LESS_THAN_BASIC,2018,19.639
9591,BRN,BASIC,2018,34.475
9592,BRN,INTERMEDATE,2018,55.42
9593,BRN,ADVANCED,2018,74.403
9624,BRN,TOTAL,2017,50.869
9625,BRN,LESS_THAN_BASIC,2017,21.097
9626,BRN,BASIC,2017,36.253
9627,BRN,INTERMEDATE,2017,54.059
9628,BRN,ADVANCED,2017,75.377
9659,BRN,TOTAL,2014,54.068
9660,BRN,LESS_THAN_BASIC,2014,30.696
9661,BRN,BASIC,2014,43.888
9662,BRN,INTERMEDATE,2014,55.809
9663,BRN,ADVANCED,2014,78.737
9701,BTN,TOTAL,2023,54.44
9702,BTN,LESS_THAN_BASIC,2023,57.997
9703,BTN,BASIC,2023,49.131
9704,BTN,INTERMEDATE,2023,46.189
9705,BTN,ADVANCED,2023,54.43
9742,BTN,TOTAL,2022,49.236
9743,BTN,LESS_THAN_BASIC,2022,51.547
9744,BTN,BASIC,2022,55.953
9745,BTN,INTERMEDATE,2022,55.645
9746,BTN,ADVANCED,2022,67.214
9784,BTN,TOTAL,2021,61.34
9785,BTN,LESS_THAN_BASIC,2021,69.353
9786,BTN,BASIC,2021,73.305
9787,BTN,INTERMEDATE,2021,66.923
9788,BTN,ADVANCED,2021,73.897
9826,BTN,TOTAL,2020,59.73
9827,BTN,LESS_THAN_BASIC,2020,70.058
